unitid,scugrad2010,scugffn2010,scugffp2010,fgrnt_p2010,fgrnt_a2010,sgrnt_p2010,sgrnt_a2010,scugrad2011,scugffn2011,scugffp2011,fgrnt_p2011,fgrnt_a2011,sgrnt_p2011,sgrnt_a2011,scugrad2012,scugffn2012,scugffp2012,fgrnt_p2012,fgrnt_a2012,sgrnt_p2012,sgrnt_a2012,scugrad2013,scugffn2013,scugffp2013,fgrnt_p2013,fgrnt_a2013,sgrnt_p2013,sgrnt_a2013,scugrad2014,scugffn2014,scugffp2014,fgrnt_p2014,fgrnt_a2014,sgrnt_p2014,sgrnt_a2014,scugrad2015,scugffn2015,scugffp2015,fgrnt_p2015,fgrnt_a2015,sgrnt_p2015,sgrnt_a2015
157270,719,168,23,68,5517.6958,54,2625.2444,590,123,21,78,5277.75,51,1364.4286,457,80,18,71,4887.2456,50,1336.825,383,54,14,59,4200.1563,35,1196,376,50,13,68,4691.7061,54,1415.5555,406,62,15,69,4616.186,42,1496.4615
157289,15818,2512,16,32,4792.854,80,2094.6167,15596,2514,16,32,4240.3916,81,2182.854,15724,2647,17,32,4482.7305,81,2207.5093,15954,2807,18,30,4376.751,81,2300.9546,15961,2832,18,30,4438.8008,80,2342.123,15768,2735,17,31,4463.6968,79,2467.158
157304,4863,364,7,68,4235.8784,72,1624.9156,4582,313,7,65,3996.0195,73,1549.0614,4551,347,8,62,4014.4836,72,1698.884,4522,286,6,67,4134.6582,77,2210.656,4434,252,6,61,4441.6362,78,1640.3928,4261,225,5,59,4365.7368,78,1697.4375
157331,4515,453,10,80,4367.6528,52,1535.0806,4634,421,9,81,4421.8071,57,1580.4854,4634,410,9,80,4466.8994,57,1696.4872,3595,401,11,78,4275.019,58,2013.6277,3478,358,10,80,4540.9307,63,1603.8259,3158,372,12,75,4653.3403,69,1826.0736
157359,2148,223,10,75,2108.7976,53,1906.4622,2369,242,10,74,2499.7778,11,2273.8147,2174,216,10,83,2140.3967,13,2441.9629,,,,,,,,,,,,,,,,,,,,,
157377,1513,311,21,60,2350.3154,48,4142.5864,1625,104,6,71,3787.2163,51,4114.3584,1434,99,7,54,4602.9058,65,4392.0625,1247,79,6,52,4903.1709,53,3543.3809,1067,74,7,42,4932.5161,69,4089.1765,944,66,7,48,5039.625,76,4520.4399
157386,7123,1176,17,51,4306.3823,75,2098.4966,9417,1361,14,53,4170.3555,78,2220.5581,9722,1640,17,52,4346.48,79,2412.2437,10076,1691,17,52,4359.5947,83,2600.4109,9951,1541,15,54,4384.3247,82,2437.2693,9780,1499,15,51,4775.4902,82,2530.9333
157395,45,23,51,78,3948.6111,0,0,34,15,44,47,4738,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157401,8425,1365,16,43,4911.7549,61,2254.5029,8664,1509,17,42,4541.3994,60,2400.9265,8891,1603,18,38,4613.4834,59,2277.6726,9172,1569,17,35,4764.5991,58,2374.2546,9444,1490,16,39,4863.5825,60,2427.4802,9268,1459,16,36,4896.2998,58,2406.7434
157438,4797,336,7,65,4401.2905,52,1026.816,4850,229,5,62,4328.4824,54,1326.9512,4648,244,5,57,4575.0356,55,1575.1185,4646,243,5,52,4199.0078,63,1465.6514,4594,240,5,58,4291.5757,65,1361.6306,4581,239,5,49,4155.9482,72,1350.6995
157447,13486,2233,17,43,5117.8374,62,1837.3696,12993,2217,17,41,4668.3521,62,1900.1693,13012,2055,16,39,4628.3481,61,1821.3813,12794,2218,17,39,4758.8657,57,2137.1462,12809,2143,17,39,4740.6499,62,2065.9692,12531,2205,18,38,4824.8081,60,2224.5244
157456,37,18,49,94,4482.353,6,200,38,18,47,94,3645.5881,0,0,42,18,43,89,4509.375,0,0,27,13,48,85,2808,0,0,24,6,25,100,5730,0,0,,,,,,,
157465,360,45,13,89,4184.4248,13,185,324,16,5,94,3824.3999,94,3824.3999,244,3,1,100,5600,0,0,122,3,2,100,3236.3333,0,0,94,3,3,100,3953.3333,0,0,138,10,7,100,5932.5,30,860.66669
157483,7364,665,9,61,4302.7085,64,1467.4871,7277,516,7,63,4266.8389,71,1523.7836,6988,711,10,62,4255.9458,67,1726.4686,7096,646,9,63,4317.3442,73,1841.3623,6402,585,9,62,4301.27,71,1519.0121,5980,743,12,62,4356.7212,78,1794.2048
157508,106,40,38,45,2275,0,0,101,31,31,55,2514.1765,0,0,120,30,25,67,2820.6001,0,0,123,39,32,41,3203,0,0,112,48,43,54,3404.6538,0,0,,,,,,,
157535,1022,393,38,65,4592.5176,74,4328.9312,1505,481,32,67,4938.3926,79,4974.708,1621,368,23,65,5010.396,78,4841.3286,1738,385,22,72,4936.5879,83,5025.2603,1929,351,18,70,4670.9961,78,4944.2944,1904,314,16,68,5190.5586,75,5314.4321
157553,5360,524,10,76,4607.4609,67,1403.7585,5367,417,8,77,4431.8599,65,1502.3457,5151,384,7,80,4629.8472,63,1793.3833,4715,359,8,81,4555.7466,66,1993.2034,4638,380,8,81,4595.5308,69,1743.9962,4938,413,8,79,4757.792,75,1959.1266
157599,2078,231,11,92,4359.2407,25,1896.9474,1968,357,18,90,4872.7939,25,1300.8572,1999,287,14,77,4656.4795,17,1465.76,1420,279,20,86,4876.1377,19,1042.5,1120,202,18,87,5424.0342,19,1528.3158,795,109,14,83,5249.6152,30,964.93939
157614,250,35,14,91,4649.2188,0,0,180,30,17,57,4790.1177,0,0,153,26,17,81,3621.5715,0,0,161,33,20,58,4789.0527,0,0,155,26,17,58,5665.6665,4,1000,161,25,16,64,4746.1875,0,0
157632,880,153,17,55,4214.7383,74,3980.9292,1090,175,16,50,4196.2412,45,4374.5063,855,152,18,83,3291.4285,80,4182.6943,748,115,15,48,4297.6909,78,3481.1667,939,147,16,41,3952.8689,75,3855.2546,,,,,,,
157650,343,91,27,91,4692.6387,0,0,302,50,17,62,4960.645,0,0,296,63,21,78,4544.2651,0,0,256,55,21,84,4433.0435,0,0,259,66,25,73,4891.0625,0,0,224,47,21,77,4977.5278,2,1000
157669,263,46,17,93,4686.7441,0,0,213,40,19,95,5002.0527,0,0,220,52,24,96,4699,0,0,166,32,19,81,4825.5,0,0,130,51,39,86,4962.8862,0,0,159,61,38,85,4848.269,2,1000
157678,298,73,24,85,5198.7417,0,0,272,54,20,81,4610.8184,0,0,278,72,26,81,4609.5347,0,0,235,47,20,91,5009.8838,0,0,204,47,23,85,4963.375,0,0,166,37,22,70,4617.8848,0,0
157696,823,91,11,85,4672.1431,24,1510.6818,756,91,12,87,4928.8608,25,763.21741,644,39,6,72,5228.7856,26,913.90002,443,49,11,88,4872.0464,22,688.63635,306,39,13,87,5592.6177,10,4427.5,87,0,0,,,,
157711,9247,1128,12,80,4379.9224,61,1629.5658,9928,977,10,81,4398.2397,65,1853.7706,7878,928,12,79,4525.353,64,1943.8473,7504,866,12,79,4456.3247,69,2204.8994,6995,889,13,81,4320.874,72,1752.424,6386,805,13,77,4365.8696,82,2028.2825
157739,5189,396,8,84,4527.9609,59,1547.7489,5215,342,7,82,4477.0928,56,1569.1526,5123,361,7,81,4500.9932,62,1597.5964,5221,295,6,86,4703.2837,62,1883.9725,3660,267,7,80,4673.2896,58,1743.9611,3111,297,10,81,4766.9087,69,1850.3301
157748,501,50,10,0,0,0,0,582,49,8,0,0,0,0,519,70,13,0,0,0,0,723,97,13,0,0,0,0,798,93,12,0,0,0,0,975,136,14,0,0,0,0
157757,1306,117,9,62,4635.918,83,3503.6494,1371,152,11,64,4954.2041,72,4056.8818,1429,171,12,54,4774.2798,78,4120.7612,1371,182,13,48,4909.9883,75,4360.8086,1312,171,13,53,4981.187,87,4679.1143,1187,179,15,49,4857.9888,80,4405.5835
157766,1161,266,23,74,5117.0859,23,1200.8387,1011,235,23,89,5805.9663,20,761.5,695,120,17,71,5568.0352,31,1383.3243,533,44,8,66,4703.207,30,776.15387,501,68,14,51,4939.9141,24,1202.125,497,66,13,70,4641.2393,26,1039.8235
157793,4998,181,4,71,3099.4651,43,2027.6794,4579,310,7,96,3692.6565,37,2181.0264,4149,227,5,73,5010.2227,32,2990.137,3605,321,9,69,4826.3096,32,3107.4136,3018,230,8,80,4784.2324,29,2724.2239,2617,240,9,78,5342.5483,29,2956.7285
157809,1733,298,17,34,4572.46,52,3918.5,1690,255,15,37,4152.1367,46,3956.8389,1654,263,16,41,4038.3704,44,4303.8188,1502,264,18,35,4602.3228,45,3031.605,1501,276,18,42,4670.1636,46,3849.3516,1732,276,16,40,4492.5854,49,3976.0298
157818,1110,303,27,28,4841.9302,81,4235.6909,1023,241,24,31,4348.1484,83,4398.0049,1074,333,31,30,4473.5146,70,4337.1753,1082,289,27,22,4266,71,4005.3059,1014,261,26,22,5076.9829,69,4066.6592,1053,309,29,28,4480.0459,74,4259.5693
157827,132,40,30,78,5550,0,0,132,30,23,100,5550,0,0,132,41,31,98,4949.1499,0,0,122,40,33,95,4949,0,0,135,50,37,84,4459.5239,0,0,139,61,44,100,5340.6558,0,0
157863,843,196,23,66,4751.938,71,4155.3286,781,212,27,59,4501.2002,62,4382.1743,781,212,27,59,4501.2002,62,4382.1743,804,240,30,55,4204.4922,68,4356.4443,870,240,28,60,4280.3428,57,4429.6494,868,212,24,58,4204.9023,59,4294.0479
157951,17821,3284,18,45,4739.7114,77,2296.0596,17970,3287,18,45,4371.7729,75,2309.4851,18101,3296,18,44,4222.5293,72,2299.9172,17509,3065,18,39,4418.8193,70,2358.1067,17452,3079,18,41,4332.8511,73,2455.6494,17310,3068,18,37,4414.7163,75,2390.4341
158088,3193,430,13,72,3125.0964,2,756,2190,350,16,67,3931.1282,10,960,2215,311,14,70,4875.4219,15,1633.5,2242,334,15,60,5050.4355,16,1735,2049,384,19,50,4672.5259,13,2154.5491,2445,387,16,51,5141.7192,21,1604.6342
158158,113,38,34,71,4427.7407,0,0,137,71,52,65,2084.261,0,0,101,52,51,88,4238.4565,0,0,126,48,38,90,2530,0,0,111,74,67,82,3494.8196,0,0,,,,,,,
158246,565,289,51,98,2891.1809,2,1666.6666,420,214,51,100,2935.4626,0,0,402,221,55,100,3146.9954,0,0,415,263,63,91,3549.2876,13,6282.6362,352,209,59,83,3055.2371,2,4678,444,249,56,90,4396.8882,4,5407.2002
158325,65,29,45,59,4941.1763,14,215.75,92,29,32,62,4970.8335,10,215.66667,56,0,0,,,,,56,0,0,,,,,69,0,0,,,,,96,0,0,,,,
158334,12,0,0,,,,,,,,,,,,15,0,0,,,,,22,0,0,,,,,22,0,0,,,,,22,0,0,,,,
158343,73,27,37,96,4999,0,0,73,30,41,100,5550,0,0,81,31,38,100,5550,0,0,82,40,49,70,5031,0,0,82,41,50,71,4858.6206,0,0,59,35,59,86,4763.7666,0,0
158352,3900,289,7,94,2298.875,47,1400.4559,4241,384,9,83,2010.2264,41,1251.6879,3859,279,7,49,4669.2134,0,0,2502,155,6,45,5287.457,2,2095.3333,1946,224,12,25,4778.6182,4,2585.875,1450,198,14,30,5163.6001,2,3086
158431,6473,1405,22,61,4484.8433,30,1168.6279,7077,1185,17,64,4243.9067,21,1501.8148,7917,1273,16,68,4764.3228,24,1815.6885,8512,1127,13,94,4883.5513,26,2307.3298,8580,1157,13,100,5076.4072,23,2545.4473,7839,1184,15,67,4931.3091,30,2497.7275
158440,173,39,23,97,5169.5527,0,0,224,59,26,100,4349.7798,0,0,212,52,25,100,4525,0,0,183,38,21,100,4857.7632,0,0,173,34,20,100,4770.7646,6,876,147,16,11,100,5962.5,0,0
158477,800,192,24,48,5137.3477,60,3528.6086,805,240,30,42,4110.4453,61,3719.8911,698,158,23,37,4507.9653,62,4202.1631,586,128,22,34,4812.9546,58,4485.689,553,140,25,43,4838.3335,48,4941.6118,523,157,30,39,4707.2583,50,5636.1797
158538,62,39,63,100,5102.3589,0,0,53,30,57,100,4355,0,0,52,30,58,100,4355,0,0,52,37,71,100,3610.3784,0,0,55,35,64,100,4000,0,0,66,30,45,100,4666.6665,0,0
158617,2812,1518,54,30,3923.1533,1,2880,2887,1609,56,32,4559.2803,1,2550,2326,1345,58,32,4470.5884,1,2750,1006,705,70,57,4266.8755,0,1525,1058,724,68,43,4375,1,1644,1269,759,60,39,4670.6484,2,1375
158644,122,67,55,90,4474.1665,0,0,134,63,47,81,5813.0195,0,0,118,49,42,84,4897.3169,0,0,103,54,52,57,5030.6772,0,0,107,53,50,74,4898.9741,0,0,111,29,26,79,3946.8262,0,0
158662,18741,2552,14,74,5252.2573,58,1041.2465,20436,2523,12,77,4974.6997,61,1137.5503,17803,1966,11,75,5120.6377,54,1125.9648,18798,1913,10,72,5204.1035,29,1468.8424,17509,1791,10,76,5192.0146,33,1581.1349,16131,1414,9,73,5128.2295,34,1638.6282
158723,443,294,66,88,4427.0229,7,275,305,167,55,83,4772.9712,4,284.71429,235,127,54,96,5304.9019,6,300,199,109,55,83,4412.4224,6,333.33334,208,132,63,80,4345.7144,2,329.33334,178,90,51,81,5395.5479,9,1885.75
158769,1838,232,13,75,5024.688,11,1521.5,1640,260,16,82,4536.146,17,1524.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158778,69,25,36,72,4503.7222,0,0,67,26,39,96,3645.52,0,0,75,25,33,92,2721.3914,0,0,70,26,37,81,3781.4761,0,0,45,16,36,100,5730,0,0,50,23,46,100,2967.3914,9,2749.5
158787,138,58,42,47,4799.4443,2,200,145,78,54,49,4047.3684,4,1222.6666,127,70,55,46,5260.125,4,1520,136,76,56,59,4160.1333,0,0,128,74,58,51,4231.1577,7,1550.2,125,77,62,65,4071.6399,6,984.59998
158802,1187,411,35,87,4865.2681,53,1486.0369,1249,351,28,83,4918.3105,48,1570.432,1307,343,26,81,4919.4209,24,2116.1687,1183,229,19,78,5220.6929,26,3740.4167,1200,325,27,84,4888.624,30,3562.2246,1185,296,25,96,4574.5762,32,3089.7395
158884,2413,173,7,73,4430.4761,10,729.41174,2443,190,8,76,4330.4028,11,2370,2334,161,7,84,4478.5884,22,1746.6285,2506,176,7,84,4818.3921,3,1461.6,2617,150,6,84,4950.0161,35,1315.717,2629,153,6,79,4768.4629,26,3554.1499
159009,4405,706,16,74,5742.0728,40,1673.4752,4460,743,17,82,5025.2109,45,1568.5194,4435,746,17,96,4405.5049,42,1637.1333,4155,714,17,87,5030.2949,49,1726.4011,3264,399,12,93,4542.9678,46,1805.8,3320,637,19,87,5413.7373,36,2018.1101
159027,88,32,36,81,4656.5771,3,285,73,31,42,74,4399.1304,6,194,76,23,30,100,3634.7827,0,0,63,11,17,82,3563.4443,0,0,64,19,30,89,3033.5293,0,0,55,19,35,84,2886.75,0,0
159197,752,353,47,70,4357.4639,1,630,554,169,31,57,4783.6494,6,2466.8999,580,149,26,60,4002.6555,1,5334,626,169,27,66,4971.8647,2,4888.6665,626,180,29,66,5003.5254,1,1645,696,139,20,59,5771.8657,13,6604.2778
159319,55,18,33,100,5633.3335,0,0,42,27,64,100,4570.4072,0,0,42,24,57,100,4217.4585,0,0,53,7,13,71,5204.2002,0,0,49,7,14,71,5040,0,0,35,6,17,67,4445,0,0
159328,186,95,51,86,3743.9023,0,0,111,68,61,100,3113.6619,0,0,77,48,62,100,2687.5,0,0,77,44,57,100,3103.75,0,0,83,51,61,100,3587.7058,0,0,138,66,48,100,3409.0908,0,0
159373,849,0,0,,,,,882,0,0,,,,,902,0,0,,,,,915,0,0,,,,,911,0,0,,,,,877,0,0,,,,
159382,2667,307,12,53,5005.6748,76,2320.406,2612,283,11,55,5028.4517,72,2770.394,2431,317,13,59,2900.9839,66,4187.3398,2211,332,15,41,4107.9854,53,3747.5454,2702,426,16,49,4431.043,56,3981.811,3104,464,15,50,3854.6233,44,4271.9263
159391,23685,5477,23,22,5038.6655,70,4302.6958,23977,5283,22,23,4477.5376,75,4699.7422,24626,5717,23,23,4535.8755,77,5241.937,24923,5498,22,24,4604.9429,80,5951.6299,25572,5652,22,22,4612.6943,79,6493.8633,26156,5619,21,24,4692.9326,80,6403.5278
159407,3431,678,20,48,4873.2271,57,1589.0751,2982,627,21,48,4631.561,61,1691.9294,3075,568,18,48,4601.3057,60,1725.1788,2673,524,20,48,4758.5903,49,2527.8218,2738,602,22,54,4733.2324,44,2655.3208,2508,568,23,49,4886.9312,47,2793.4346
159416,4058,334,8,48,5024.1064,80,2755.9172,4134,315,8,46,4470.8472,76,3114.7898,4124,364,9,35,4625.7754,80,3399.3171,3674,334,9,46,4218.9028,76,4086.8503,3202,333,10,48,4531.0371,76,4345.48,2775,347,13,49,4558.8179,74,4839.9224
159443,4649,639,14,77,4631.5728,21,529.53333,3829,649,17,54,4373.8379,8,808.27454,3548,517,15,76,4414.1528,24,1516.552,,,,,,,,,,,,,,,,,,,,,
159513,123,76,62,62,4871.6807,1,280,159,93,58,63,3910.1694,6,951,353,211,60,62,3894.8076,5,1080.6,258,152,59,58,4528.6934,4,1008,287,30,10,67,5654,13,1705.5,242,39,16,64,4661.1201,0,0
159522,99,54,55,91,3304.3469,6,840,98,50,51,80,3615,12,951,221,125,57,72,4325.0225,9,850.45453,221,112,51,71,4478.2251,10,515.27271,243,55,23,53,4882.7588,29,2072.4375,262,50,19,36,5061.7222,18,1374.1111
159531,84,33,39,39,4476.9229,0,0,69,27,39,63,5047.0586,0,0,67,22,33,64,4703.0713,0,0,61,19,31,89,4868.9414,0,0,50,18,36,39,5052.1431,0,0,66,28,42,21,3850.3333,0,0
159568,1054,293,28,81,2705.0889,76,2876.6936,1149,317,28,56,4166.0454,64,2987.7871,1163,292,25,45,4325.0845,66,3328.7927,1116,267,24,54,4142.7271,70,3297.3494,985,234,24,51,4333.9751,75,3474.5256,882,211,24,60,4541.2778,87,3422.2065
159601,47,15,32,67,4161.2998,0,0,52,25,48,64,3842.9375,0,0,49,25,51,76,3216,0,0,29,22,76,82,3526.5,0,0,31,13,42,77,3882.7,0,0,19,8,42,88,4305.5713,0,0
159647,8978,1535,17,37,4805.7231,78,3743.0532,9109,1579,17,31,4103.4438,78,3855.5681,8958,1269,14,32,4125.0571,75,4364.0439,9245,1504,16,27,4256.0693,76,4951.5938,9545,1809,19,30,4192.7148,79,5299.6323,10682,1933,18,33,4432.5156,77,5343.7275
159656,2922,760,26,33,5478.52,36,3258.8145,3165,859,27,32,4648.2808,36,3509.8174,3200,867,27,35,4882.4331,34,3856.5579,2946,620,21,37,4411.2271,33,3984.4321,2796,609,22,37,4662.106,37,4400.1689,2691,661,25,34,5210.6357,35,5039.2856
159717,7915,1267,16,41,4886.4492,77,2738.8557,7957,1333,17,43,4400.9111,77,2949.4539,7845,1297,17,39,4368.6865,74,3430.3647,7575,1312,17,39,4367.9033,70,4006.8687,7484,1241,17,39,4468.3633,70,4181.0684,7386,1420,19,39,4518.0986,64,4554.3301
159939,8345,1020,12,42,4761.6982,75,3313.7117,8263,1044,13,50,4380.7085,72,3357.5823,7689,858,11,44,4524.8408,73,4081.7959,7144,842,12,44,4556.5596,77,4576.2461,7152,846,12,47,4701.0479,73,4871.5664,6601,905,14,50,4661.896,74,5016.6147
159948,1197,37,3,0,0,8,3030,1191,53,4,0,0,15,3592,1088,49,5,0,0,10,1898,1081,36,3,0,0,14,2163,1227,52,4,0,0,6,2324,1284,68,5,0,0,13,2690.3333
159966,6394,1050,16,38,4907.9927,81,3133.1838,6135,985,16,38,4305.9678,81,3396.4106,6008,1035,17,44,4299.4727,84,3524.9712,5888,1060,18,40,4451.8481,77,4335.3369,5690,1183,21,43,4351.1382,74,4768.6475,5489,1196,22,40,4481.498,79,4825.7549
159993,7513,974,13,50,5158.2549,80,2719.6606,7244,1159,16,53,4650.333,79,3098.1836,7298,1226,17,50,4502.7632,81,3573.5356,7276,1318,18,46,4581.8423,71,4236.5264,7215,1222,17,42,4698.7661,78,4782.0552,7482,1376,18,43,4650.2446,72,5192.6992
160010,3037,341,11,78,4681.644,9,1806.375,3317,376,11,70,3841.9275,12,1006.8444,2789,400,14,69,4703.5728,12,1116.8298,2694,348,13,59,5138.4517,12,1393.6342,3283,315,10,67,4771.3682,16,1478.4706,2933,300,10,71,4843.4858,17,1468.6538
160029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,,,,,15,0,0,,,,
160038,8078,1068,13,50,5285.3491,71,2702.908,8080,1144,14,46,4528.1128,74,2969.2163,8312,1287,15,48,4706.4155,76,3446.9038,7836,1160,15,48,4624.4478,71,3884.4873,7898,1137,14,54,4844.749,75,4068.6184,8059,1244,15,52,4689.0796,73,4032.4885
160065,997,45,5,51,4729.8262,56,2747.6399,980,50,5,40,4837.0498,60,2771.3333,960,59,6,42,4855.7598,63,2832.7026,827,55,7,53,5006.1377,49,4154.7778,902,74,8,43,4629.8125,41,4562.2666,915,69,8,46,5073.4063,57,4974.8203
160074,1744,73,4,40,5183.6206,75,2709.6909,1620,85,5,59,4319.52,86,2676.5754,1578,101,6,40,4290.8501,84,3072.3059,1487,104,7,38,3966.0769,72,3897.9734,1604,101,6,28,3929.4644,67,4182.4707,1447,70,5,60,3608.1191,74,4894.6348
160117,55,35,64,89,5300,0,0,43,28,65,96,5299.0742,0,0,69,36,52,97,5422.8569,0,0,53,31,58,74,3077.0869,0,0,31,10,32,100,3465,0,0,121,9,7,78,4803.5713,0,0
160126,36,17,47,100,5550,0,0,52,23,44,100,5550,0,0,46,18,39,100,5550,0,0,40,6,15,100,4683.5,33,494,58,9,16,100,4682.2222,0,0,49,3,6,100,4837.6665,0,0
160135,63,50,79,40,5299.8999,0,0,70,56,80,45,5550,0,0,44,24,55,100,5041.6665,0,0,35,13,37,100,4259.1538,0,0,39,11,28,100,4688.1816,0,0,102,4,4,100,5637.5,0,0
160199,83,80,96,68,4176.2964,0,0,88,47,53,77,4330.9165,4,6722,102,32,31,88,2641,3,380,94,21,22,90,5167.7368,10,1308,105,51,49,75,4014.4473,6,1148.6666,108,71,66,55,4238.0513,24,1811.0588
160320,694,295,43,40,4747.8633,3,210,781,320,41,41,4628.6924,6,280,1907,826,43,58,4262.6152,3,436.20001,1721,737,43,69,4024.9504,4,494.16666,4329,433,10,29,4674.8306,2,2029.1428,3891,601,15,55,4649.8662,0,8398.5
160409,122,9,7,22,1100,22,1815,83,10,12,0,0,60,3101.6667,104,12,12,33,5050,33,4136,133,14,11,43,4228.3335,43,4619.3335,135,17,13,29,4790,29,5288,140,17,12,12,2875,59,4912.1001
160445,214,86,40,77,4319.4546,0,0,183,71,39,72,4202.9414,0,0,170,41,24,80,4088.2727,0,0,161,46,29,67,3481.2258,0,0,178,48,27,60,5092.5864,17,2815,190,19,10,74,5362.5713,5,2163
160472,84,51,61,55,3821.0356,0,0,87,53,61,62,3642.6365,2,3100,61,36,59,64,3473.261,19,812.85712,53,19,36,95,3688.6111,0,0,51,27,53,81,4277.4546,0,0,49,26,53,73,3783.6316,0,0
160481,2395,301,13,59,4421.2793,29,1528.9767,2486,374,15,67,5197.4482,18,1562.058,2502,368,15,57,4337.8462,35,1830.875,1968,491,25,67,3990.3364,22,2408.1401,1777,411,23,61,3666.3491,33,2546.2463,1957,367,19,55,4419.0195,44,2519.677
160524,392,114,29,91,4782.4229,3,363.66666,420,165,39,88,4303.6782,5,1760.125,367,122,33,86,4327.543,8,797,326,117,36,86,4532.4355,5,1123.3334,340,131,39,82,4768.9072,2,1729,352,92,26,84,4492.8442,1,1595
160579,2620,519,20,62,4330.6719,19,1237.61,3054,495,16,66,3873.7896,20,1436.5,2767,580,21,65,4856.5557,31,1762.7988,3225,541,17,64,4919.9395,34,2344.8906,3511,537,15,63,4958.8438,39,2491.4641,3722,563,15,54,4763.0034,43,2378.1147
160597,160,20,13,100,5709.75,0,0,152,20,13,90,4591.1665,0,0,144,8,6,100,2771.875,0,0,126,4,3,100,4964.5,0,0,145,2,1,100,4262.5,0,0,147,11,7,100,4594.3638,0,0
160612,13940,2420,17,38,5044.6846,77,2823.7268,14061,2294,16,40,4346.6147,80,3059.0823,14231,2288,16,41,4212.7534,77,3306.3755,13730,2370,17,43,4400.2329,75,3717.2927,13365,2347,18,46,4506.8276,73,4049.7312,13554,2306,17,46,4545.0303,77,4453.3438
160621,6177,876,14,89,3666.7654,49,1858.3334,5790,873,15,87,3046.3889,56,1693.0204,5590,743,13,25,6385.645,52,1388.2783,5856,1103,19,78,5532.0234,46,2493.0217,5388,919,17,79,5204.1484,28,3556.8567,5445,1178,22,79,5513.5801,35,2955.4216
160630,2590,319,12,88,5115.312,29,870.02173,2805,104,4,88,2371.8462,16,634.70587,2565,172,7,58,1962.3636,10,679.41174,1809,197,11,59,4994.9316,13,748.79999,1589,130,8,85,5164.5493,17,801.40912,2213,199,9,89,4736.8135,14,2419.5
160649,2834,331,12,90,4945.6836,39,1043.6201,2831,361,13,84,4916.79,19,1240.7246,2937,334,11,97,5246.7593,21,765.13043,3018,377,12,82,4356.1421,20,1566.1818,2957,303,10,83,4635.8564,19,1411.4562,3174,401,13,71,4990.6606,14,1218.4108
160658,15306,2915,19,38,4679.3516,80,2837.7871,15321,2929,19,40,4448.106,78,3177.0181,15144,2704,18,37,4446.9727,83,3571.3508,15053,2679,18,37,4447.9116,84,4054.9517,15574,2906,19,37,4638.1509,83,4438.3799,15870,3150,20,36,4767.207,84,5074.7578
160667,3531,264,7,81,4496.2866,8,466.13635,3349,375,11,83,4384.7534,7,1092.5555,3111,350,11,82,3783.7048,15,1733.2222,3280,290,9,68,5232.8989,14,1977.1904,3752,342,9,73,4245.7251,15,2580.3462,3655,182,5,71,3665.6589,26,4497.3335
160755,7754,1625,21,13,5843.0425,12,3506.4336,8271,1642,20,11,4776.7007,13,3844.3425,8357,1641,20,10,4834.9878,11,4150.0435,8290,1609,19,10,5138.1348,10,4596.876,7892,1647,21,10,5128.7114,11,4948.5054,8262,1719,21,9,6224.105,11,4428.0376
160904,2708,779,29,66,5342.4941,44,1400.8,2750,784,29,70,5510.251,47,2965.3115,2525,659,26,60,5238.6206,47,3495.051,2465,675,27,92,3510.479,46,4023.1287,2359,579,25,60,5446.7764,48,4310.7202,2366,684,29,60,5408.8545,46,4388.2935
160913,3018,208,7,67,4430.7212,5,608.81818,3491,217,6,71,4447.3789,20,824.81396,2918,213,7,64,3932.7131,20,818.69049,2410,215,9,54,4890.8188,25,1571.6666,2041,145,7,66,4729.958,23,1907.9697,2669,158,6,55,4684.4253,41,1747.6406
160940,1331,48,4,58,4274.1431,6,625.33331,968,29,3,93,5343.2222,10,833,936,39,4,82,5524.3125,5,1792,988,81,8,85,4434.5361,10,562.5,1008,17,2,94,3902.75,0,0,902,7,1,100,3520.5715,0,0
160959,364,84,23,43,5426.3887,25,925.95239,354,76,21,33,4894.8398,18,887.21429,356,71,20,31,5359.0908,14,891.5,356,103,29,46,4648.1914,19,977.65002,365,79,22,29,4116.1738,13,900.09998,333,81,24,28,5370.6523,12,1539.9
160968,3,0,0,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160977,1725,495,29,13,4885.7847,5,644.95831,1769,502,28,12,4104.4165,3,698.53333,1753,503,29,8,4521.25,2,1258.3334,1791,500,28,13,4536.3281,4,771.05261,1773,491,28,9,4590.2222,2,931.25,1792,516,29,10,4220.231,1,1366.6666
160995,837,166,20,83,2191.9124,10,1206.125,787,183,23,74,2527.8896,23,935.38098,772,187,24,80,2578.6309,22,1155.0488,798,162,20,79,2755.6563,31,775.38,690,128,19,72,2810.4131,27,752.94116,600,131,22,71,3151.9248,16,1160.7142
161004,1762,507,29,17,6542.9316,4,850.14288,1778,483,27,12,6191.1431,2,490,1839,492,27,14,6073.4561,3,860.53333,1795,497,28,14,6967.7646,3,620,1805,501,28,14,6057.9165,3,900,1799,500,28,14,6614.5361,2,1465
161022,242,46,19,17,1579.25,9,313,211,4,2,50,2050,50,875,217,2,1,50,2775,50,625,225,2,1,50,5295,50,1000,210,7,3,0,0,14,1000,199,3,2,0,0,0,0
